text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg
The poor dropped call in my area is causing frequent dropped calls. (ticket:226878),negative,telecom,2025-09-18 18:43:50.931018,The poor dropped call in my area is causing frequent dropped calls. (ticket:226878),"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call', 'ticket:226878']",poor dropped call area causing frequent dropped call ticket:226878,-0.4767,0.0,0.795,0.205
The unstable customer service in my area is causing frequent dropped calls. ?!?,neutral,telecom,2025-09-19 06:36:03.096225,The unstable customer service in my area is causing frequent dropped calls. ?,"['unstable', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable customer service area causing frequent dropped call,-0.3612,0.0,0.828,0.172
My mobile coverage was suddenly disconnected without any warning.,neutral,telecom,2025-09-19 16:14:15.261431,My mobile coverage was suddenly disconnected without any warning.,"['mobile', 'coverage', 'suddenly', 'disconnected', 'without', 'warning']",mobile coverage suddenly disconnected without warning,0.2584,0.203,0.797,0.0
I need to speak with signal about a excellent charge.,positive,telecom,2025-09-19 23:43:27.426638,I need to speak with signal about a excellent charge.,"['need', 'speak', 'signal', 'excellent', 'charge']",need speak signal excellent charge,0.5719,0.291,0.709,0.0
The unstable SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-19 10:41:39.591844,The unstable SIM card in my area is causing frequent dropped calls.,"['unstable', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable sim card area causing frequent dropped call,-0.3612,0.0,0.815,0.185
The overpriced data  like plan in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-09-20 03:37:51.757051,The overpriced data like plan in my area is causing frequent dropped calls. ?,"['overpriced', 'data', 'like', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced data like plan area causing frequent dropped call,0.3612,0.161,0.839,0.0
The intermittent outage in my area is causing frequent dropped calls....,negative,telecom,2025-09-20 05:25:03.922257,The intermittent outage in my area is causing frequent dropped calls.,"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent outage area causing frequent dropped call,0.0,0.0,1.0,0.0
The poor customer service in my area is causing frequent dropped calls. ?!?,negative,telecom,2025-09-19 15:33:16.087464,The poor customer service in my area is causing frequent dropped calls. ?,"['poor', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",poor customer service area causing frequent dropped call,-0.4767,0.0,0.795,0.205
The intermittent SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-19 20:58:28.252670,The intermittent SIM card in my area is causing frequent dropped calls.,"['intermittent', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent sim card area causing frequent dropped call,0.0,0.0,1.0,0.0
I need to speak with signal about a excellent charge.,positive,telecom,2025-09-19 20:17:40.417877,I need to speak with signal about a excellent charge.,"['need', 'speak', 'signal', 'excellent', 'charge']",need speak signal excellent charge,0.5719,0.291,0.709,0.0
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-20 10:05:52.583083,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call,0.0,0.0,1.0,0.0
[REF-5485] The unstable signal in my area is causing frequent dropped calls.,negative,telecom,2025-09-20 20:20:04.748290,[REF-5485] The unstable signal in my area is causing frequent dropped calls.,"['ref-5485', 'unstable', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-5485 unstable signal area causing frequent dropped call,-0.3612,0.0,0.815,0.185
Can you check if there is a service signal in my location?,positive,telecom,2025-09-20 02:56:16.913496,Can you check if there is a service signal in my location?,"['check', 'service', 'signal', 'location']",check service signal location,0.0,0.0,1.0,0.0
I need to speak with billing about a intermittent charge.,positive,telecom,2025-09-21 03:19:29.078703,I need to speak with billing about a intermittent charge.,"['need', 'speak', 'billing', 'intermittent', 'charge']",need speak billing intermittent charge,0.0,0.0,1.0,0.0
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-09-20 08:46:41.243909,The frustrating SIM card in my area is causing frequent dropped calls.,"['frustrating', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating sim card area causing frequent dropped call,-0.4404,0.0,0.791,0.209
My mobile billing was suddenly reported without any warning.,positive,telecom,2025-09-21 09:41:53.409116,My mobile billing was suddenly reported without any warning.,"['mobile', 'billing', 'suddenly', 'reported', 'without', 'warning']",mobile billing suddenly reported without warning,0.2584,0.203,0.797,0.0
[REF-9768] The frustrating roaming in my area is causing frequent dropped calls.,negative,telecom,2025-09-21 04:18:05.574322,[REF-9768] The frustrating roaming in my area is causing frequent dropped calls.,"['ref-9768', 'frustrating', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-9768 frustrating roaming area causing frequent dropped call,-0.4404,0.0,0.791,0.209
The unstable invoice in my area is causing frequent dropped calls.,negative,telecom,2025-09-21 08:18:17.739529,The unstable invoice in my area is causing frequent dropped calls.,"['unstable', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable invoice area causing frequent dropped call,-0.3612,0.0,0.8,0.2
My mobile billing was suddenly charged without any warning.,neutral,telecom,2025-09-21 09:42:29.904735,My mobile billing was suddenly charged without any warning.,"['mobile', 'billing', 'suddenly', 'charged', 'without', 'warning']",mobile billing suddenly charged without warning,0.0608,0.188,0.646,0.166
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-21 14:26:42.069942,I need to speak with customer service about a unlimited charge.,"['need', 'speak', 'customer', 'service', 'unlimited', 'charge']",need speak customer service unlimited charge,0.0,0.0,1.0,0.0
My mobile dropped call was suddenly restarted without any warning.,neutral,telecom,2025-09-21 03:15:54.235148,My mobile dropped call was suddenly restarted without any warning.,"['mobile', 'dropped', 'call', 'suddenly', 'restarted', 'without', 'warning']",mobile dropped call suddenly restarted without warning,0.2584,0.184,0.816,0.0
I was disconnected an incorrect amount on my recent roaming.,positive,telecom,2025-09-21 07:19:06.400355,I was disconnected an incorrect amount on my recent roaming.,"['disconnected', 'incorrect', 'amount', 'recent', 'roaming']",disconnected incorrect amount recent roaming,0.0,0.0,1.0,0.0
The unstable billing in my area is causing frequent dropped calls.,negative,telecom,2025-09-21 15:43:18.565561,The unstable billing in my area is causing frequent dropped calls.,"['unstable', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable billing area causing frequent dropped call,-0.3612,0.0,0.8,0.2
My billing has been excellent for the past few hours.,positive,telecom,2025-09-21 17:48:30.730768,My billing has been excellent for the past few hours.,"['billing', 'excellent', 'past', 'hour']",billing excellent past hour,0.5719,0.291,0.709,0.0
The poor coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-21 23:09:42.895974,The poor coverage in my area is causing frequent dropped calls.,"['poor', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor coverage area causing frequent dropped call,-0.4767,0.0,0.763,0.237
My mobile customer service was suddenly activated without any warning....,positive,telecom,2025-09-21 16:08:55.061181,My mobile customer service was suddenly activated without any warning.,"['mobile', 'customer', 'service', 'suddenly', 'activated', 'without', 'warning']",mobile customer service suddenly activated without warning,0.2584,0.184,0.816,0.0
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-22 04:39:07.226387,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
My data plan has been helpful for the past few hours.,positive,telecom,2025-09-21 22:33:19.391594,My data plan has been helpful for the past few hours.,"['data', 'plan', 'helpful', 'past', 'hour']",data plan helpful past hour,0.4215,0.219,0.781,0.0
I need to speak with dropped call about a frustrating charge.,neutral,telecom,2025-09-22 10:39:31.556800,I need to speak with dropped call about a frustrating charge.,"['need', 'speak', 'dropped', 'call', 'frustrating', 'charge']",need speak dropped call frustrating charge,-0.4404,0.0,0.775,0.225
My mobile customer service was suddenly disconnected without any warning.,neutral,telecom,2025-09-22 15:48:43.722007,My mobile customer service was suddenly disconnected without any warning.,"['mobile', 'customer', 'service', 'suddenly', 'disconnected', 'without', 'warning']",mobile customer service suddenly disconnected without warning,0.2584,0.184,0.816,0.0
The unstable dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-22 08:41:55.887213,The unstable dropped call in my area is causing frequent dropped calls.,"['unstable', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable dropped call area causing frequent dropped call,-0.3612,0.0,0.815,0.185
The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-23 05:31:08.052420,The frustrating coverage in my area is causing frequent dropped calls.,"['frustrating', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating coverage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
The intermittent outage in my area is causing frequent dropped calls. (ticket:654503),negative,telecom,2025-09-23 06:33:20.217626,The intermittent outage in my area is causing frequent dropped calls. (ticket:654503),"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call', 'ticket:654503']",intermittent outage area causing frequent dropped call ticket:654503,0.0,0.0,1.0,0.0
My coverage has been helpful for the past few hours.,positive,telecom,2025-09-23 07:44:32.382833,My coverage has been helpful for the past few hours.,"['coverage', 'helpful', 'past', 'hour']",coverage helpful past hour,0.4215,0.237,0.763,0.0
The frustrating billing in my area is causing frequent dropped calls.,neutral,telecom,2025-09-22 16:54:44.548039,The frustrating billing in my area is causing frequent dropped calls.,"['frustrating', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating billing area causing frequent dropped call,-0.4404,0.0,0.775,0.225
The poor invoice in my area is causing frequent dropped calls.,negative,telecom,2025-09-23 12:47:56.713246,The poor invoice in my area is causing frequent dropped calls.,"['poor', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",poor invoice area causing frequent dropped call,-0.4767,0.0,0.763,0.237
My customer service has been excellent for the past few hours.,positive,telecom,2025-09-23 00:08:08.878452,My customer service has been excellent for the past few hours.,"['customer', 'service', 'excellent', 'past', 'hour']",customer service excellent past hour,0.5719,0.27,0.73,0.0
I was disconnected an incorrect amount on my recent dropped call.,neutral,telecom,2025-09-23 20:08:21.043659,I was disconnected an incorrect amount on my recent dropped call.,"['disconnected', 'incorrect', 'amount', 'recent', 'dropped', 'call']",disconnected incorrect amount recent dropped call,0.0,0.0,1.0,0.0
Can you check if there is a service outage in my location?,neutral,telecom,2025-09-23 16:41:33.208865,Can you check if there is a service outage in my location?,"['check', 'service', 'outage', 'location']",check service outage location,0.0,0.0,1.0,0.0
Can you check if there is a service data plan in my location?,neutral,telecom,2025-09-23 21:10:45.374072,Can you check if there is a service data plan in my location?,"['check', 'service', 'data', 'plan', 'location']",check service data plan location,0.0,0.0,1.0,0.0
[REF-7798] The unstable coverage in my area is causing frequent dropped calls.,negative,telecom,2025-09-24 01:32:57.539279,[REF-7798] The unstable coverage in my area is causing frequent dropped calls.,"['ref-7798', 'unstable', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-7798 unstable coverage area causing frequent dropped call,-0.3612,0.0,0.815,0.185
Can you check if there is a service data plan in my location?,neutral,telecom,2025-09-23 13:34:09.704485,Can you check if there is a service data plan in my location?,"['check', 'service', 'data', 'plan', 'location']",check service data plan location,0.0,0.0,1.0,0.0
I need to speak with customer service about a frustrating charge.,neutral,telecom,2025-09-23 19:41:21.869692,I need to speak with customer service about a frustrating charge.,"['need', 'speak', 'customer', 'service', 'frustrating', 'charge']",need speak customer service frustrating charge,-0.4404,0.0,0.775,0.225
The poor customer service in my area is causing frequent dropped calls.,negative,telecom,2025-09-24 11:03:34.034898,The poor customer service in my area is causing frequent dropped calls.,"['poor', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",poor customer service area causing frequent dropped call,-0.4767,0.0,0.78,0.22
My mobile invoice was suddenly resolved without any warning.,positive,telecom,2025-09-24 16:42:46.200105,My mobile invoice was suddenly resolved without any warning.,"['mobile', 'invoice', 'suddenly', 'resolved', 'without', 'warning']",mobile invoice suddenly resolved without warning,0.409,0.348,0.652,0.0
My roaming has been intermittent for the past few hours.,neutral,telecom,2025-09-23 20:28:58.365311,My roaming has been intermittent for the past few hours.,"['roaming', 'intermittent', 'past', 'hour']",roaming intermittent past hour,0.0,0.0,1.0,0.0
The unstable outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-24 15:22:10.530518,The unstable outage in my area is causing frequent dropped calls.,"['unstable', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable outage area causing frequent dropped call,-0.3612,0.0,0.8,0.2
Can you check if there is a service SIM card in my location? ?!?,positive,telecom,2025-09-24 18:37:22.695724,Can you check if there is a service SIM card in my location? ?,"['check', 'service', 'sim', 'card', 'location']",check service sim card location,0.0,0.0,1.0,0.0
I was resolved an incorrect amount on my recent billing.,positive,telecom,2025-09-24 23:47:34.860931,I was resolved an incorrect amount on my recent billing.,"['resolved', 'incorrect', 'amount', 'recent', 'billing']",resolved incorrect amount recent billing,0.1779,0.159,0.841,0.0
I need to speak with coverage about a unlimited charge.,positive,telecom,2025-09-24 18:31:47.026137,I need to speak with coverage about a unlimited charge.,"['need', 'speak', 'coverage', 'unlimited', 'charge']",need speak coverage unlimited charge,0.0,0.0,1.0,0.0
I was throttled an incorrect amount on my recent roaming.,neutral,telecom,2025-09-24 09:39:59.191344,I was throttled an incorrect amount on my recent roaming.,"['throttled', 'incorrect', 'amount', 'recent', 'roaming']",throttled incorrect amount recent roaming,0.0,0.0,1.0,0.0
I  like was reported an incorrect amount on my recent dropped call.,neutral,telecom,2025-09-24 23:32:11.356550,I like was reported an incorrect amount on my recent dropped call.,"['like', 'reported', 'incorrect', 'amount', 'recent', 'dropped', 'call']",like reported incorrect amount recent dropped call,0.3612,0.185,0.815,0.0
The frustrating dropped call in my area is causing frequent d like ropped calls.,negative,telecom,2025-09-24 15:13:23.521757,The frustrating dropped call in my area is causing frequent d like ropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'like', 'ropped', 'call']",frustrating dropped call area causing frequent like ropped call,-0.1027,0.144,0.69,0.167
My mobile data plan was suddenly restarted without any warning.,neutral,telecom,2025-09-25 06:33:35.686963,My mobile data plan was suddenly restarted without any warning.,"['mobile', 'data', 'plan', 'suddenly', 'restarted', 'without', 'warning']",mobile data plan suddenly restarted without warning,0.2584,0.184,0.816,0.0
The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-25 12:49:47.852170,The poor outage in my area is causing frequent dropped calls.,"['poor', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor outage area causing frequent dropped call,-0.4767,0.0,0.763,0.237
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-25 19:47:00.017376,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
The frustrating outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-25 15:52:12.182583,The frustrating outage in my area is causing frequent dropped calls.,"['frustrating', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating outage area causing frequent dropped call,-0.4404,0.0,0.775,0.225
The poor customer service in my area is causing frequent dropped calls.,negative,telecom,2025-09-25 07:30:24.347789,The poor customer service in my area is causing frequent dropped calls.,"['poor', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",poor customer service area causing frequent dropped call,-0.4767,0.0,0.78,0.22
I was disconnected an incorrect amount on my recent SIM card....,positive,telecom,2025-09-25 13:48:36.512996,I was disconnected an incorrect amount on my recent SIM card.,"['disconnected', 'incorrect', 'amount', 'recent', 'sim', 'card']",disconnected incorrect amount recent sim card,0.0,0.0,1.0,0.0
The intermittent data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-09-25 13:23:48.678202,The intermittent data plan in my area is causing frequent dropped calls.,"['intermittent', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent data plan area causing frequent dropped call,0.0,0.0,1.0,0.0
The poor dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-25 16:58:00.843409,The poor dropped call in my area is causing frequent dropped calls.,"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped call area causing frequent dropped call,-0.4767,0.0,0.78,0.22
Can you check if there is a service data plan in my location?,neutral,telecom,2025-09-25 19:33:13.008615,Can you check if there is a service data plan in my location?,"['check', 'service', 'data', 'plan', 'location']",check service data plan location,0.0,0.0,1.0,0.0
I was charged an incorrect amount on my recent network.,neutral,telecom,2025-09-26 12:19:25.173822,I was charged an incorrect amount on my recent network.,"['charged', 'incorrect', 'amount', 'recent', 'network']",charged incorrect amount recent network,-0.2023,0.0,0.833,0.167
I need to speak with roaming about a unstable charge.,neutral,telecom,2025-09-26 04:14:37.339028,I need to speak with roaming about a unstable charge.,"['need', 'speak', 'roaming', 'unstable', 'charge']",need speak roaming unstable charge,-0.3612,0.0,0.783,0.217
THE FRUSTRATING INVOICE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-26 17:28:49.504235,THE FRUSTRATING INVOICE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['frustrating', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating invoice area causing frequent dropped call,-0.4404,0.0,0.775,0.225
My signal has been frustrating f you know or the past few hours.,neutral,telecom,2025-09-26 17:59:01.669441,My signal has been frustrating f you know or the past few hours.,"['signal', 'frustrating', 'f', 'know', 'past', 'hour']",signal frustrating f know past hour,-0.4404,0.0,0.805,0.195
The overpriced signal in my area is causing frequent dropped calls.,negative,telecom,2025-09-26 15:28:13.834648,The overpriced signal in my area is causing frequent dropped calls.,"['overpriced', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced signal area causing frequent dropped call,0.0,0.0,1.0,0.0
My mobile invoice was suddenly upgraded without any warning.,positive,telecom,2025-09-27 00:30:25.999854,My mobile invoice was suddenly upgraded without any warning.,"['mobile', 'invoice', 'suddenly', 'upgraded', 'without', 'warning']",mobile invoice suddenly upgraded without warning,0.2584,0.203,0.797,0.0
I need to speak with customer service about a unlimited charge.,positive,telecom,2025-09-27 01:56:38.165061,I need to speak with customer service about a unlimited charge.,"['need', 'speak', 'customer', 'service', 'unlimited', 'charge']",need speak customer service unlimited charge,0.0,0.0,1.0,0.0
Can you check if there is a service SIM card in my location?,positive,telecom,2025-09-26 21:59:50.330267,Can you check if there is a service SIM card in my location?,"['check', 'service', 'sim', 'card', 'location']",check service sim card location,0.0,0.0,1.0,0.0
[REF-5502] The unstable coverage in my ...  area is causing frequent dropped calls....,negative,telecom,2025-09-26 23:59:02.495474,[REF-5502] The unstable coverage in my . area is causing frequent dropped calls.,"['ref-5502', 'unstable', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-5502 unstable coverage area causing frequent dropped call,-0.3612,0.0,0.828,0.172
The overpriced network in my area is causing frequent dropped calls.,neutral,telecom,2025-09-27 09:59:14.660680,The overpriced network in my area is causing frequent dropped calls.,"['overpriced', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced network area causing frequent dropped call,0.0,0.0,1.0,0.0
THE POOR SIGNAL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-27 18:12:26.825887,THE POOR SIGNAL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['poor', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",poor signal area causing frequent dropped call,-0.4767,0.0,0.763,0.237
Can you check if there is a service roaming in my location?,positive,telecom,2025-09-27 16:41:38.991093,Can you check if there is a service roaming in my location?,"['check', 'service', 'roaming', 'location']",check service roaming location,0.0,0.0,1.0,0.0
[REF-5338] The overpriced outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-27 15:46:51.156300,[REF-5338] The overpriced outage in my area is causing frequent dropped calls.,"['ref-5338', 'overpriced', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-5338 overpriced outage area causing frequent dropped call,0.0,0.0,1.0,0.0
The frustrating dropped c ... all in my area is causing frequent dropped calls.,negative,telecom,2025-09-27 15:39:03.321506,The frustrating dropped c . all in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'c', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped c area causing frequent dropped call,-0.4404,0.0,0.818,0.182
My mobile invoice was suddenly restarted without any warning. ?!?,positive,telecom,2025-09-27 16:12:15.486713,My mobile invoice was suddenly restarted without any warning. ?,"['mobile', 'invoice', 'suddenly', 'restarted', 'without', 'warning']",mobile invoice suddenly restarted without warning,0.2584,0.184,0.816,0.0
THE UNSTABLE DROPPED CALL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-09-27 15:52:27.651919,THE UNSTABLE DROPPED CALL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['unstable', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable dropped call area causing frequent dropped call,-0.3612,0.0,0.815,0.185
The unstable invoice in my area is causing frequent dropped calls....,negative,telecom,2025-09-27 18:12:39.817126,The unstable invoice in my area is causing frequent dropped calls.,"['unstable', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable invoice area causing frequent dropped call,-0.3612,0.0,0.8,0.2
I was upgraded an incorrect amount on my recent SIM card.,positive,telecom,2025-09-28 14:05:51.982332,I was upgraded an incorrect amount on my recent SIM card.,"['upgraded', 'incorrect', 'amount', 'recent', 'sim', 'card']",upgraded incorrect amount recent sim card,0.0,0.0,1.0,0.0
My mobile coverage was suddenly resolved without any warning.,positive,telecom,2025-09-28 04:14:04.147539,My mobile coverage was suddenly resolved without any warning.,"['mobile', 'coverage', 'suddenly', 'resolved', 'without', 'warning']",mobile coverage suddenly resolved without warning,0.409,0.348,0.652,0.0
[REF-4051] The poor dropped call in my area is causing frequent dropped calls.,neutral,telecom,2025-09-28 05:59:16.312745,[REF-4051] The poor dropped call in my area is causing frequent dropped calls.,"['ref-4051', 'poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-4051 poor dropped call area causing frequent dropped call,-0.4767,0.0,0.795,0.205
I need to speak with invoice about a frustrating charge.,neutral,telecom,2025-09-28 23:59:28.477952,I need to speak with invoice about a frustrating charge.,"['need', 'speak', 'invoice', 'frustrating', 'charge']",need speak invoice frustrating charge,-0.4404,0.0,0.756,0.244
The int ... ermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-28 05:24:40.643158,The int . ermittent dropped call in my area is causing frequent dropped calls.,"['int', 'ermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",int ermittent dropped call area causing frequent dropped call,0.0,0.0,1.0,0.0
I need to speak with coverage about a unstable charge.,neutral,telecom,2025-09-28 19:18:52.808365,I need to speak with coverage about a unstable charge.,"['need', 'speak', 'coverage', 'unstable', 'charge']",need speak coverage unstable charge,-0.3612,0.0,0.783,0.217
The frustrating invoice in my area is causing frequent dropped calls.,negative,telecom,2025-09-28 09:43:04.973571,The frustrating invoice in my area is causing frequent dropped calls.,"['frustrating', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating invoice area causing frequent dropped call,-0.4404,0.0,0.775,0.225
Can you check if there is a service signal in my location?,positive,telecom,2025-09-28 22:46:17.138778,Can you check if there is a service signal in my location?,"['check', 'service', 'signal', 'location']",check service signal location,0.0,0.0,1.0,0.0
I need to speak with network about a excellent charge.,positive,telecom,2025-09-29 02:55:29.303984,I need to speak with network about a excellent charge.,"['need', 'speak', 'network', 'excellent', 'charge']",need speak network excellent charge,0.5719,0.291,0.709,0.0
The overpriced invoice in my area is causing frequent dropped calls.,negative,telecom,2025-09-29 11:22:41.469191,The overpriced invoice in my area is causing frequent dropped calls.,"['overpriced', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced invoice area causing frequent dropped call,0.0,0.0,1.0,0.0
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-09-28 19:11:53.634397,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call,-0.4404,0.0,0.791,0.209
I was resolved an incorrect amount on my recent customer service.,positive,telecom,2025-09-28 22:17:05.799604,I was resolved an incorrect amount on my recent customer service.,"['resolved', 'incorrect', 'amount', 'recent', 'customer', 'service']",resolved incorrect amount recent customer service,0.1779,0.145,0.855,0.0
The intermittent data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-09-29 22:08:17.964810,The intermittent data plan in my area is causing frequent dropped calls.,"['intermittent', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent data plan area causing frequent dropped call,0.0,0.0,1.0,0.0
Can you check if there is a service coverage in my location?...,positive,telecom,2025-09-30 00:01:30.130017,Can you check if there is a service coverage in my location.,"['check', 'service', 'coverage', 'location']",check service coverage location,0.0,0.0,1.0,0.0
The frustrating invoice in my area is causing frequent dropped calls.!!!,negative,telecom,2025-09-29 22:17:42.295223,The frustrating invoice in my area is causing frequent dropped calls!,"['frustrating', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating invoice area causing frequent dropped call,-0.4926,0.0,0.758,0.242
I was upgraded an incor ... rect amount on my recent customer service.,positive,telecom,2025-09-30 05:03:54.460430,I was upgraded an incor . rect amount on my recent customer service.,"['upgraded', 'incor', 'rect', 'amount', 'recent', 'customer', 'service']",upgraded incor rect amount recent customer service,0.0,0.0,1.0,0.0
My mobile SIM card was suddenly upgraded without any warning.,positive,telecom,2025-09-30 01:32:06.625636,My mobile SIM card was suddenly upgraded without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'upgraded', 'without', 'warning']",mobile sim card suddenly upgraded without warning,0.2584,0.184,0.816,0.0
The poor outage in my area is causing frequent dropped calls.,negative,telecom,2025-09-29 20:17:18.790843,The poor outage in my area is causing frequent dropped calls.,"['poor', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",poor outage area causing frequent dropped call,-0.4767,0.0,0.763,0.237
The intermittent outage in my area is causing frequent dropped calls....,negative,telecom,2025-09-30 03:36:30.956049,The intermittent outage in my area is causing frequent dropped calls.,"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent outage area causing frequent dropped call,0.0,0.0,1.0,0.0
My mobile SIM card was suddenly restarted without any warning.,neutral,telecom,2025-09-30 17:27:43.121256,My mobile SIM card was suddenly restarted without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'restarted', 'without', 'warning']",mobile sim card suddenly restarted without warning,0.2584,0.184,0.816,0.0
I was charged an incorrect amount on my rec umm ent data plan.,positive,telecom,2025-09-30 06:52:55.286462,I was charged an incorrect amount on my rec umm ent data plan.,"['charged', 'incorrect', 'amount', 'rec', 'umm', 'ent', 'data', 'plan']",charged incorrect amount rec umm ent data plan,-0.2023,0.0,0.87,0.13
CAN YOU CHECK IF THERE IS A SERVICE NETWORK IN MY LOCATION?,positive,telecom,2025-10-01 00:17:07.451669,CAN YOU CHECK IF THERE IS A SERVICE NETWORK IN MY LOCATION?,"['check', 'service', 'network', 'location']",check service network location,0.0,0.0,1.0,0.0
I was resolved an incorrect amount on my recent invoice.,positive,telecom,2025-09-30 22:37:19.616876,I was resolved an incorrect amount on my recent invoice.,"['resolved', 'incorrect', 'amount', 'recent', 'invoice']",resolved incorrect amount recent invoice,0.1779,0.159,0.841,0.0
